系统壁纸,com.meizu.systemwallpaper,false,7.0.0,787460,0,0
相机,com.meizu.media.camera,false,8.0.56,142014,0,0
时钟,com.android.alarmclock,false,7.3.8,65130,16,5.1
系统壁纸海外版,com.meizu.systemwallpaper,true,7.0.0-2018081416,23252,0,0
图像服务,com.meizu.media.imageservice,false,1.0.22,995963,7,1.0
开机向导海外版,com.meizu.setup,true,7.2.4-2018081414,32204,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081414,143027,0,0
日历海外版,com.android.calendar,true,6.8.1-2018081414,127659,0,0
视频,com.meizu.media.video,false,7.4.1,305665,28,4.0
Flyme云服务海外版,com.meizu.mzsyncservice,true,7.8.0-2018081410,76753,0,0
手机管家海外版,com.meizu.safe,true,5.1.80-2018081409,385291,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081409,143026,0,0
资讯,com.meizu.media.reader,false,4.7.1,486225,104,12.0
图库,com.meizu.media.gallery,false,7.7.8,343970,0,0
浏览器,com.android.browser,false,7.3.9,304410,0,0
游戏中心,com.meizu.flyme.gamecenter,false,7.3.2,303041,0,0
相机,com.meizu.media.camera,false,8.0.50,141465,61,15.4
应用商店海外版,com.xrom.intl.appcenter,true,5.2.120-2018081317,278420,0,0
音乐,com.meizu.media.music,false,7.2.4,142823,0,0
系统更新,com.meizu.flyme.update,false,7.4.0,132426,0,0
魅族输入法海外版,com.meizu.flyme.input,true,7.3.41-2018081315,72694,0,0
魅族输入法海外版,com.meizu.flyme.input,true,7.3.40-2018081315,72694,0,0
浏览器海外版,com.android.browser,true,6.9.520-2018081311,242813,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081311,143021,0,0
支付中心,com.meizu.account.pay,false,7.1.5,89458,45,6.1
应用沙盒,com.meizu.pps,false,7.3.200,47284,0,0
全局搜索,com.meizu.net.search,false,7.0.27,83600,84,10.2
时钟海外版,com.android.alarmclock,true,6.2.18-2018081310,46864,0,0
日历,com.android.calendar,false,7.4.5,132526,28,19.0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081017,143021,0,0
便签海外版,com.meizu.notepaper,true,7.2.15-2018081017,108393,0,0
应用商店海外版,com.xrom.intl.appcenter,true,5.2.120-2018081017,273033,0,0
主题美化海外版,com.meizu.customizecenter,true,7.0.12-2018081017,148606,0,0
主题美化海外版,com.meizu.customizecenter,true,7.0.12-2018081016,148606,0,0
应用商店海外版,com.xrom.intl.appcenter,true,5.2.120-2018081016,273033,0,0
时钟海外版,com.android.alarmclock,true,7.3.7-2018081016,64649,0,0
魅族计步,com.meizu.net.pedometer,false,3.1.2,68877,28,8.0
时钟海外版,com.android.alarmclock,true,7.3.7-2018081015,64649,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081015,143016,0,0
视频海外版,com.meizu.media.video,true,7.4.0-2018081014,305327,0,0
主题美化海外版,com.meizu.customizecenter,true,7.0.12-2018081014,148606,0,0
便签海外版,com.meizu.notepaper,true,7.2.15-2018081014,108393,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081011,143016,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018081010,143021,0,0
MeizuPay,com.meizu.mznfcpay,false,4.1.0,88891,22,10.0
图库海外版,com.meizu.media.gallery,true,7.7.6-2018081010,344966,0,0
主题美化,com.meizu.customizecenter,false,7.4.1,173479,33,7.0
桌面,com.meizu.flyme.launcher,false,7.1.164,77249,0,0
全局搜索,com.meizu.net.search,false,7.0.26,83576,0,0
全球流量,com.flyme.roamingpay,false,7.0.7,69191,0,0
个人助理,com.meizu.assistant,false,1.8.0,198277,0,0
相机,com.meizu.media.camera,false,8.0.49,141611,0,0
浏览器海外版,com.android.browser,true,7.1.121-2018080915,254716,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080915,143012,0,0
魅族输入法,com.meizu.flyme.input,false,7.3.41,72694,9,3.0
魅族输入法,com.meizu.flyme.input,false,7.3.40,72694,9,3.0
桌面,com.meizu.flyme.launcher,false,7.1.1610,77174,0,0
应用商店海外版,com.xrom.intl.appcenter,true,5.2.010-2018080914,273021,0,0
家庭守护,com.meizu.netcontactservice,false,5.6.2,295116,21,10.0
桌面海外版,com.meizu.flyme.launcher,true,7.1.164-2018080911,78213,0,0
主题美化,com.meizu.customizecenter,false,7.4.0,173476,33,7.0
Flyme账号海外版,com.meizu.account,true,6.4.0-2018080818,100927,0,0
应用商店海外版,com.xrom.intl.appcenter,true,5.2.010-2018080818,273003,0,0
图库海外版,com.meizu.media.gallery,true,7.7.6-2018080818,344955,0,0
MeizuNetworkLocation,com.meizu.location,false,1.5.2,7427,0,0
信息,com.android.mms,false,7.1.8,191870,45,15.0
文件管理海外版,com.meizu.filemanager,true,7.4.3-2018080809,166648,0,0
图库海外版,com.meizu.media.gallery,true,7.7.6-2018080717,344941,0,0
相机,com.meizu.media.camera,false,8.0.48,141379,0,0
魅族商城,com.flyme.meizu.store,false,3.2.17,105337,0,0
电量管理,com.meizu.battery,false,7.0.5,52398,0,0
音乐海外版,com.meizu.media.music,true,7.2.3-2018080717,143009,0,0
全局搜索,com.meizu.net.search,false,7.0.25,83571,0,0
DataService,com.meizu.dataservice,false,2.2.5,10826,0,0
手机管家,com.meizu.safe,false,5.1.82_beta,289320,0,0
图库海外版,com.meizu.media.gallery,true,7.7.5-2018080714,344926,0,0
图库,com.meizu.media.gallery,false,7.7.6,343970,0,0
主题美化海外版,com.meizu.customizecenter,true,7.0.12-2018080714,148606,0,0
邮件海外版,com.android.email,true,3.2.12-2018080714,169221,0,0
浏览器海外版,com.android.browser,true,7.1.121-2018080710,254716,0,0
Logreport,com.meizu.logreport,false,3.5.0,26736,0,0
查找手机服务海外版,com.meizu.flyme.service.find,true,7.0.12-2018080710,44119,0,0
应用沙盒,com.meizu.pps,false,7.3.11,24328,0,0
资讯,com.meizu.media.reader,false,4.7.0,486276,104,12.0
夜间模式,com.meizu.flyme.sdkstage,false,1.0.5,26673,0,0
通讯大数据,com.flyme.telecom.usagedata.service,false,1.2.5,8785,0,0
creator,com.meizu.creator.launcher,false,1.1.4,96697,11,0.1
换机助手海外版,com.meizu.datamigration,true,2.1.6-2018080616,72679,0,0
图库海外版,com.meizu.media.gallery,true,7.7.5-2018080616,344928,0,0
录音机海外版,com.android.soundrecorder,true,7.0.22-2018080616,63383,0,0
时钟,com.android.alarmclock,false,7.3.7,65130,16,5.1
电量管理海外版,com.meizu.battery,true,7.3.101-2018080616,47349,0,0
电量管理海外版,com.meizu.battery,true,7.0.5-2018080615,52837,0,0
Flyme账号海外版,com.meizu.account,true,7.1.1-2018080615,123105,0,0
Flyme账号,com.meizu.account,false,7.1.1,123104,9,1.0
电量管理海外版,com.meizu.battery,true,7.0.5-2018080614,52834,0,0
全局搜索,com.meizu.net.search,false,6.5.24,85036,141,7.0
电量管理海外版,com.meizu.battery,true,7.0.5-2018080611,52822,0,0
桌面,com.meizu.flyme.launcher,false,7.1.163,77245,0,0
电话设置海外版,com.meizu.callsetting,true,7.2.21-2018080610,38749,0,0
Weather,com.meizu.flyme.weather,false,3.2.1,75745,23,6.0
OneMind,com.meizu.alphame,false,2.1.6,21997,17,6.0
魅族服务,com.meizu.mcare,false,2.2.9,143712,0,0
